WOJ;POW;GMI;RODZ_GMI;RM;MZ;NMST;NMSK;SYMBM;SYMSTAT;NAZWA;SYM;SYMPOD;STAN_NA
02;08;10;5;01;1;08;001;0;0853748;Jaworek;0853748;0853748;2024-01-01
02;08;10;5;01;1;14;001;0;0853808;Niemojów;0853808;0853808;2024-01-01
02;08;10;5;01;1;16;001;0;0853820;Pisary;0853820;0853820;2024-01-01
02;08;10;5;01;1;20;001;0;0853866;Smreczyna;0853866;0853866;2024-01-01
02;07;02;2;01;1;18;001;0;0190006;Raszów;0190006;0190006;2024-01-01
02;07;03;5;01;1;01;001;0;0190443;Błażejów;0190443;0190443;2024-01-01
02;07;03;5;01;1;08;001;0;0190510;Okrzeszyn;0190510;0190510;2024-01-01
02;07;03;5;01;1;10;001;0;0190532;Paczyn;0190532;0190532;2024-01-01
02;12;03;5;01;1;25;001;0;0190986;Ustronie;0190986;0190986;2024-01-01
02;12;04;5;01;1;05;001;0;0191201;Grudza;0191201;0191201;2024-01-01
02;12;04;5;01;1;07;001;0;0191224;Karłowiec;0191224;0191224;2024-01-01
02;16;03;2;01;1;18;001;0;0364110;Grodowiec;0364110;0364110;2024-01-01
02;16;04;5;01;1;05;001;0;0366540;Kaźmierzów;0366540;0366540;2024-01-01
02;02;07;5;01;1;08;001;0;0853961;Przerzeczyn-Zdrój;0853961;0853961;2024-01-01
02;18;01;2;01;1;15;001;0;0876146;Piotrowice;0876146;0876146;2024-01-01
02;10;04;2;01;1;02;001;0;0190319;Jałowiec;0190319;0190319;2024-01-01
02;10;06;2;01;1;02;001;0;0192011;Przylasek;0192011;0192011;2024-01-01
02;10;07;2;01;1;01;001;0;0192175;Nowa Karczma;0192175;0192175;2024-01-01
02;10;07;2;01;1;02;001;0;0192181;Rudzica;0192181;0192181;2024-01-01
02;12;05;5;01;1;10;001;0;0193170;Radomice;0193170;0193170;2024-01-01
02;18;04;5;01;1;20;001;0;0880946;Rakoszyce;0880946;0880946;2024-01-01
02;18;04;5;01;1;22;001;0;0880969;Słup;0880969;0880969;2024-01-01
02;18;04;5;01;1;24;001;0;0880981;Święte;0880981;0880981;2024-01-01
02;18;04;5;01;1;26;001;0;0881006;Wrocisławice;0881006;0881006;2024-01-01
02;18;04;5;01;1;27;001;0;0881012;Zakrzów;0881012;0881012;2024-01-01
02;18;05;2;01;1;03;001;0;0367835;Dziwigórz;0367835;0367835;2024-01-01
02;11;02;2;01;1;13;001;0;0365322;Krzeczyn Wielki;0365322;0365322;2024-01-01
02;11;02;2;01;1;15;001;0;0365351;Raszówka;0365351;0365351;2024-01-01
02;11;02;2;01;1;16;001;0;0365368;Lisiec;0365368;0365368;2024-01-01
02;11;02;2;01;1;21;001;0;0365434;Obora;0365434;0365434;2024-01-01
02;12;02;5;01;1;08;001;0;0190667;Pławna Dolna;0190667;0190667;2024-01-01
02;04;03;2;01;1;11;001;0;0373623;Niechlów;0373623;0373623;2024-01-01
02;20;06;5;01;1;04;001;0;0883991;Borek;0883991;0883991;2024-01-01
02;02;06;2;01;1;07;001;0;0876784;Przystronie;0876784;0876784;2024-01-01
02;02;06;2;01;1;09;001;0;0876809;Ratajno;0876809;0876809;2024-01-01
02;18;04;5;01;1;14;001;0;0880886;Lipnica;0880886;0880886;2024-01-01
02;08;06;5;01;1;11;002;1;0851442;Piaskowice;0851459;0851459;2024-01-01
02;08;10;5;01;1;01;001;0;0853671;Boboszów;0853671;0853671;2024-01-01
02;09;05;2;01;1;07;001;0;0365061;Koskowice;0365061;0365061;2024-01-01
02;16;01;5;01;1;03;001;0;0363139;Jabłonów;0363139;0363139;2024-01-01
02;15;02;2;01;1;05;001;0;0874325;Gęsice;0874325;0874325;2024-01-01
02;16;02;2;01;1;07;001;0;0363748;Koźlice;0363748;0363748;2024-01-01
02;13;03;5;01;1;16;001;0;0877855;Latkowa;0877855;0877855;2024-01-01
02;13;03;5;01;1;17;001;0;0877884;Łąki;0877884;0877884;2024-01-01
02;13;03;5;01;1;18;001;0;0877909;Miłochowice;0877909;0877909;2024-01-01
02;13;03;5;01;1;22;001;0;0877980;Nowy Zamek;0877980;0877980;2024-01-01
02;13;03;5;01;1;24;001;0;0878062;Piękocin;0878062;0878062;2024-01-01
02;13;03;5;01;1;26;001;0;0878100;Poradów;0878100;0878100;2024-01-01
02;14;07;5;01;1;02;001;0;0209409;Drołtowice;0209409;0209409;2024-01-01
02;14;07;5;01;1;05;001;0;0209480;Komorów;0209480;0209480;2024-01-01
02;14;07;5;01;1;06;001;0;0209504;Nowy Dwór;0209504;0209504;2024-01-01
02;14;07;5;01;1;08;001;0;0209540;Szczodrów;0209540;0209540;2024-01-01
02;01;02;2;01;1;10;001;0;0189084;Kraśnik Dolny;0189084;0189084;2024-01-01
02;01;02;2;01;1;19;001;0;0189210;Nowa Wieś;0189210;0189210;2024-01-01
02;21;05;5;01;1;03;001;0;0852453;Kolce;0852453;0852453;2024-01-01
02;12;03;5;01;1;03;001;0;0190762;Chmielno;0190762;0190762;2024-01-01
02;12;03;5;01;1;04;001;0;0190779;Dębowy Gaj;0190779;0190779;2024-01-01
02;12;03;5;01;1;18;001;0;0190911;Radłówka;0190911;0190911;2024-01-01
02;17;03;2;01;1;05;001;0;0854653;Jagielno;0854653;0854653;2024-01-01
02;17;04;5;01;1;20;001;0;0880490;Kuropatnik;0880490;0880490;2024-01-01
02;17;04;5;01;1;23;001;0;0880550;Muchowiec;0880550;0880550;2024-01-01
02;08;06;5;01;1;25;001;0;0851637;Stary Waliszów;0851637;0851637;2024-01-01
02;08;06;5;01;1;29;001;0;0851689;Wilkanów;0851689;0851689;2024-01-01
02;08;07;2;01;1;11;001;0;0852861;Krosnowice;0852861;0852861;2024-01-01
02;08;07;2;01;1;18;001;0;0852938;Ołdrzychowice Kłodzkie;0852938;0852938;2024-01-01
02;08;07;2;01;1;21;001;0;0852967;Podzamek;0852967;0852967;2024-01-01
02;08;07;2;01;1;25;001;0;0853004;Ruszowice;0853004;0853004;2024-01-01
02;17;02;2;01;1;14;001;0;0875840;Lipowa;0875840;0875840;2024-01-01
02;17;02;2;01;1;16;001;0;0875879;Podgaj;0875879;0875879;2024-01-01
02;17;03;2;01;1;02;001;0;0854601;Dobroszów;0854601;0854601;2024-01-01
02;07;02;2;01;1;13;001;0;0189954;Ogorzelec;0189954;0189954;2024-01-01
02;04;04;5;01;1;07;001;0;0377118;Czarnoborsko;0377118;0377118;2024-01-01
02;03;04;2;01;1;04;001;0;0364475;Grochowice;0364475;0364475;2024-01-01
02;03;05;2;01;1;03;001;0;0366244;Kotowice;0366244;0366244;2024-01-01
02;13;03;5;01;1;34;001;0;0878270;Stawiec;0878270;0878270;2024-01-01
02;13;03;5;01;1;40;001;0;0878375;Wałkowa;0878375;0878375;2024-01-01
02;09;02;2;01;1;15;001;0;0363501;Okmiany;0363501;0363501;2024-01-01
02;09;07;5;01;1;03;001;0;0366698;Golanka Dolna;0366698;0366698;2024-01-01
02;09;07;5;01;1;08;001;0;0366741;Mierzowice;0366741;0366741;2024-01-01
02;10;03;5;01;1;01;001;0;0190041;Bartoszówka;0190041;0190041;2024-01-01
02;10;03;5;01;1;05;001;0;0190124;Kościelniki Górne;0190124;0190124;2024-01-01
02;18;01;2;01;1;22;001;0;0876235;Wichrów;0876235;0876235;2024-01-01
02;17;04;5;01;1;04;001;0;0880314;Brożec;0880314;0880314;2024-01-01
02;19;06;5;01;1;16;001;0;0855836;Skarżyce;0855836;0855836;2024-01-01
02;19;06;5;01;1;19;001;0;0855865;Tomkowice;0855865;0855865;2024-01-01
02;19;07;2;01;1;11;001;0;0856089;Krzczonów;0856089;0856089;2024-01-01
02;19;07;2;01;1;13;001;0;0856103;Lubachów;0856103;0856103;2024-01-01
02;18;04;5;01;1;05;001;0;0880780;Ciechów;0880780;0880780;2024-01-01
02;11;02;2;01;1;30;001;0;0365552;Wiercień;0365552;0365552;2024-01-01
02;11;03;2;01;1;07;001;0;0367203;Gawrony;0367203;0367203;2024-01-01
02;19;06;5;01;1;06;001;0;0855730;Graniczna;0855730;0855730;2024-01-01
02;20;05;2;01;1;14;001;0;0883790;Sędzice;0883790;0883790;2024-01-01
02;20;05;2;01;1;17;001;0;0883838;Tarnowiec;0883838;0883838;2024-01-01
02;11;02;2;01;1;26;001;0;0365486;Siedlce;0365486;0365486;2024-01-01
02;11;02;2;01;1;29;001;0;0365546;Ustronie;0365546;0365546;2024-01-01
02;14;04;2;01;1;09;001;0;0197155;Stradomia Dolna;0197155;0197155;2024-01-01
02;14;05;5;01;1;04;001;0;0203588;Hałdrychowice;0203588;0203588;2024-01-01
02;23;04;5;01;1;03;001;0;0874897;Cesarzowice;0874897;0874897;2024-01-01
02;18;02;2;01;1;02;001;0;0876904;Chomiąża;0876904;0876904;2024-01-01
02;18;02;2;01;1;10;001;0;0877000;Wilczków;0877000;0877000;2024-01-01
02;18;04;5;01;1;03;001;0;0880768;Cesarzowice;0880768;0880768;2024-01-01
02;20;03;5;01;1;30;001;0;0881644;Raszów;0881644;0881644;2024-01-01
02;20;03;5;01;1;36;001;0;0881704;Świątniki;0881704;0881704;2024-01-01
02;20;04;2;01;1;05;001;0;0883028;Malin;0883028;0883028;2024-01-01
02;23;06;2;01;1;03;001;0;0877039;Domanice;0877039;0877039;2024-01-01
02;02;05;2;01;1;07;001;0;0852246;Mościsko;0852246;0852246;2024-01-01
02;23;07;5;01;1;21;001;0;0880260;Wojnarowice;0880260;0880260;2024-01-01
02;23;08;5;01;1;01;001;0;0881029;Biestrzyków;0881029;0881029;2024-01-01
02;23;08;5;01;1;01;002;1;0881029;Radomierzyce;0881035;0881035;2024-01-01
02;19;08;5;01;1;08;001;0;0857120;Marcinowiczki;0857120;0857120;2024-01-01
02;19;08;5;01;1;10;001;0;0857143;Mikoszowa;0857143;0857143;2024-01-01
02;13;01;2;01;1;04;001;0;0873219;Dziadkowo;0873219;0873219;2024-01-01
02;13;01;2;01;1;06;001;0;0873260;Guzowice;0873260;0873260;2024-01-01
02;13;02;2;01;1;04;001;0;0876347;Czeszyce;0876347;0876347;2024-01-01
02;13;02;2;01;1;16;001;0;0876577;Stara Huta;0876577;0876577;2024-01-01
02;13;02;2;01;1;18;001;0;0876620;Świebodów;0876620;0876620;2024-01-01
02;10;04;2;01;1;04;001;0;0190331;Kościelniki Dolne;0190331;0190331;2024-01-01
02;10;04;2;01;1;12;001;0;0190420;Radostów Średni;0190420;0190420;2024-01-01
02;20;04;2;01;1;10;001;0;0883086;Psary;0883086;0883086;2024-01-01
02;20;05;2;01;1;13;001;0;0883778;Rzędziszowice;0883778;0883778;2024-01-01
02;13;03;5;01;1;44;001;0;0878435;Wrocławice;0878435;0878435;2024-01-01
02;17;01;2;01;1;19;001;0;0872929;Opatowice;0872929;0872929;2024-01-01
02;17;01;2;01;1;20;001;0;0872935;Piotrków Borowski;0872935;0872935;2024-01-01
02;17;01;2;01;1;23;001;0;0872964;Stogi;0872964;0872964;2024-01-01
02;17;02;2;01;1;02;001;0;0875690;Błotnica;0875690;0875690;2024-01-01
02;17;02;2;01;1;09;001;0;0875780;Karczyn;0875780;0875780;2024-01-01
02;23;02;2;01;1;17;001;0;0873828;Kamień;0873828;0873828;2024-01-01
02;23;02;2;01;1;20;001;0;0873857;Kiełczów;0873857;0873857;2024-01-01
02;23;04;5;01;1;06;001;0;0874940;Gniechowice;0874940;0874940;2024-01-01
02;23;07;5;01;1;10;001;0;0880142;Olbrachtowice;0880142;0880142;2024-01-01
02;23;07;5;01;1;12;001;0;0880165;Ręków;0880165;0880165;2024-01-01
02;20;03;5;01;1;12;001;0;0881420;Głuchów Górny;0881420;0881420;2024-01-01
02;20;03;5;01;1;16;001;0;0881472;Koczurki;0881472;0881472;2024-01-01
02;23;03;2;01;1;08;001;0;0874791;Mleczna;0874791;0874791;2024-01-01
02;23;03;2;01;1;12;001;0;0874839;Tomice;0874839;0874839;2024-01-01
02;08;08;5;01;1;03;001;0;0853151;Lutynia;0853151;0853151;2024-01-01
02;08;08;5;01;1;08;001;0;0853211;Trzebieszowice;0853211;0853211;2024-01-01
02;23;01;2;01;1;12;001;0;0873627;Ratowice;0873627;0873627;2024-01-01
02;23;02;2;01;1;04;001;0;0873679;Borowa;0873679;0873679;2024-01-01
02;23;02;2;01;1;06;001;0;0873691;Budziwojowice;0873691;0873691;2024-01-01
02;23;02;2;01;1;08;001;0;0873716;Byków;0873716;0873716;2024-01-01
02;04;02;2;01;1;01;001;0;0370547;Bieliszów;0370547;0370547;2024-01-01
02;04;02;2;01;1;03;001;0;0370582;Ciechanów;0370582;0370582;2024-01-01
02;21;08;2;01;1;04;001;0;0856422;Michałkowa;0856422;0856422;2024-01-01
02;22;01;5;01;1;02;001;0;0873024;Godzięcin;0873024;0873024;2024-01-01
02;22;01;5;01;1;06;001;0;0873060;Pogalewo Małe;0873060;0873060;2024-01-01
02;22;02;2;01;1;01;001;0;0882425;Aleksandrowice;0882425;0882425;2024-01-01
02;14;02;5;01;1;04;001;0;0872585;Kijowice;0872585;0872585;2024-01-01
02;19;08;5;01;1;12;001;0;0857166;Pożarzysko;0857166;0857166;2024-01-01
02;08;06;5;01;1;02;001;0;0851324;Długopole-Zdrój;0851324;0851324;2024-01-01
02;08;06;5;01;1;03;001;0;0851330;Gorzanów;0851330;0851330;2024-01-01
02;22;02;2;01;1;19;001;0;0882678;Kleszczowice;0882678;0882678;2024-01-01
02;07;04;2;01;1;04;001;0;0191069;Nagórnik;0191069;0191069;2024-01-01
02;07;04;2;01;1;08;001;0;0191106;Świdnik;0191106;0191106;2024-01-01
02;22;02;2;01;1;35;001;0;0882879;Smogorzów Wielki;0882879;0882879;2024-01-01
02;22;02;2;01;1;43;001;0;0882951;Wyszęcice;0882951;0882951;2024-01-01
02;17;01;2;01;1;07;001;0;0872800;Brzoza;0872800;0872800;2024-01-01
02;17;01;2;01;1;10;001;0;0872830;Jelenin;0872830;0872830;2024-01-01
02;08;09;2;01;1;05;001;0;0853270;Jawornica;0853270;0853270;2024-01-01
02;08;09;2;01;1;05;002;1;0853270;Jerzykowice Małe;0853286;0853286;2024-01-01
02;08;09;2;01;1;02;001;0;0853240;Darnków;0853240;0853240;2024-01-01
02;16;04;5;01;1;08;001;0;0366570;Pieszkowice;0366570;0366570;2024-01-01
02;16;05;5;01;1;02;001;0;0366818;Jędrzychówek;0366818;0366818;2024-01-01
02;16;05;5;01;1;08;001;0;0366876;Piotrowice;0366876;0366876;2024-01-01
02;25;04;5;01;1;01;001;0;0191862;Bielawa Dolna;0191862;0191862;2024-01-01
02;04;04;5;01;1;10;001;0;0377153;Drozdowice Małe;0377153;0377153;2024-01-01
02;04;04;5;01;1;30;001;0;0377450;Wodniki;0377450;0377450;2024-01-01
02;14;05;5;01;1;10;001;0;0203677;Niwki Kraszowskie;0203677;0203677;2024-01-01
02;09;02;2;01;1;09;001;0;0363412;Jaroszówka;0363412;0363412;2024-01-01
02;09;02;2;01;1;11;001;0;0363458;Konradówka;0363458;0363458;2024-01-01
02;09;02;2;01;1;12;001;0;0363464;Krzywa;0363464;0363464;2024-01-01
02;08;14;5;01;1;07;001;0;0855960;Wolany;0855960;0855960;2024-01-01
02;06;09;2;01;1;10;001;0;0192436;Wojcieszyce;0192436;0192436;2024-01-01
02;19;04;5;01;1;09;001;0;0852565;Piotrowice Świdnickie;0852565;0852565;2024-01-01
02;26;04;5;01;1;10;001;0;0192850;Sokołowiec;0192850;0192850;2024-01-01
02;24;04;2;01;1;03;001;0;0855434;Jemna;0855434;0855434;2024-01-01
02;24;04;2;01;1;07;001;0;0855486;Różana;0855486;0855486;2024-01-01
02;26;05;2;01;1;02;001;0;0368378;Grodziec;0368378;0368378;2024-01-01
02;25;04;5;01;1;05;001;0;0191922;Lasów;0191922;0191922;2024-01-01
02;03;06;2;01;1;11;001;0;0368935;Nielubia;0368935;0368935;2024-01-01
02;04;01;5;01;1;11;001;0;0370174;Grabowno;0370174;0370174;2024-01-01
02;04;01;5;01;1;19;001;0;0370263;Osetno;0370263;0370263;2024-01-01
02;11;03;2;01;1;10;001;0;0367249;Juszowice;0367249;0367249;2024-01-01
02;11;03;2;01;1;15;001;0;0367290;Mleczno;0367290;0367290;2024-01-01
02;09;03;2;01;1;12;001;0;0364759;Prostynia;0364759;0364759;2024-01-01
02;09;03;2;01;1;17;001;0;0364825;Złotniki;0364825;0364825;2024-01-01
02;09;04;2;01;1;05;001;0;0364883;Kunice;0364883;0364883;2024-01-01
02;09;05;2;01;1;04;001;0;0365010;Gniewomierz;0365010;0365010;2024-01-01
02;26;06;2;01;1;07;001;0;0368579;Lubiatów;0368579;0368579;2024-01-01
02;26;06;2;01;1;10;001;0;0368645;Podolany;0368645;0368645;2024-01-01
02;22;02;2;01;1;31;001;0;0882827;Rogów Wołowski;0882827;0882827;2024-01-01
02;17;05;5;01;1;01;001;0;0882158;Bryłów;0882158;0882158;2024-01-01
02;17;05;5;01;1;15;001;0;0882307;Kurów;0882307;0882307;2024-01-01
02;08;10;5;01;1;07;001;0;0853731;Goworów;0853731;0853731;2024-01-01
02;08;10;5;01;1;10;001;0;0853760;Kamieńczyk;0853760;0853760;2024-01-01
02;08;10;5;01;1;17;001;0;0853837;Potoczek;0853837;0853837;2024-01-01
02;07;02;2;01;1;16;001;0;0189983;Przedwojów;0189983;0189983;2024-01-01
02;07;03;5;01;1;11;001;0;0190549;Paprotki;0190549;0190549;2024-01-01
02;12;03;5;01;1;24;001;0;0190970;Sobota;0190970;0190970;2024-01-01
02;12;03;5;01;1;29;001;0;0191023;Żerkowice;0191023;0191023;2024-01-01
02;12;04;5;01;1;10;001;0;0191253;Krobica;0191253;0191253;2024-01-01
02;12;05;5;01;1;02;001;0;0193080;Bystrzyca;0193080;0193080;2024-01-01
02;12;05;5;01;1;03;001;0;0193097;Klecza;0193097;0193097;2024-01-01
02;16;03;2;01;1;16;001;0;0364096;Trzęsów;0364096;0364096;2024-01-01
02;16;03;2;01;1;19;001;0;0364127;Żabice;0364127;0364127;2024-01-01
02;16;04;5;01;1;07;001;0;0366563;Moskorzyn;0366563;0366563;2024-01-01
02;02;07;5;01;1;09;001;0;0853978;Wilków Wielki;0853978;0853978;2024-01-01
02;18;01;2;01;1;12;001;0;0876092;Osiek;0876092;0876092;2024-01-01
02;01;03;2;01;1;06;001;0;0364179;Motyle;0364179;0364179;2024-01-01
02;01;04;5;01;1;09;001;0;0191589;Wykroty;0191589;0191589;2024-01-01
02;01;06;2;01;1;09;001;0;0368131;Wartowice;0368131;0368131;2024-01-01
02;08;06;5;01;1;12;001;0;0851465;Nowa Bystrzyca;0851465;0851465;2024-01-01
02;08;09;2;01;1;10;001;0;0853346;Kulin Kłodzki;0853346;0853346;2024-01-01
02;08;10;5;01;1;06;001;0;0853725;Gniewoszów;0853725;0853725;2024-01-01
02;10;07;2;01;1;04;001;0;0192235;Wesołówka;0192235;0192235;2024-01-01
02;12;05;5;01;1;06;001;0;0193134;Modrzewie;0193134;0193134;2024-01-01
02;12;05;5;01;1;07;001;0;0193140;Nielestno;0193140;0193140;2024-01-01
02;01;02;2;01;1;06;001;0;0189026;Dobra;0189026;0189026;2024-01-01
02;14;06;2;01;1;26;001;0;0879280;Wyszogród;0879280;0879280;2024-01-01
02;11;02;2;01;1;05;001;0;0365233;Dąbrowa Górna;0365233;0365233;2024-01-01
02;11;02;2;01;1;12;001;0;0365316;Krzeczyn Mały;0365316;0365316;2024-01-01
02;11;02;2;01;1;14;001;0;0365345;Księginice;0365345;0365345;2024-01-01
02;12;02;5;01;1;09;001;0;0190673;Pławna Górna;0190673;0190673;2024-01-01
02;04;03;2;01;1;10;001;0;0373617;Naratów;0373617;0373617;2024-01-01
02;20;06;5;01;1;05;001;0;0884039;Borzęcin;0884039;0884039;2024-01-01
02;14;07;5;01;1;09;001;0;0209556;Ślizów;0209556;0209556;2024-01-01
02;02;07;5;01;1;02;001;0;0853895;Gilów;0853895;0853895;2024-01-01
02;02;07;5;01;1;05;001;0;0853926;Ligota Mała;0853926;0853926;2024-01-01
02;01;02;2;01;1;15;001;0;0189173;Łaziska;0189173;0189173;2024-01-01
02;12;03;5;01;1;07;001;0;0190800;Gaszów;0190800;0190800;2024-01-01
02;12;03;5;01;1;10;001;0;0190839;Kotliska;0190839;0190839;2024-01-01
02;12;03;5;01;1;17;001;0;0190905;Płóczki Górne;0190905;0190905;2024-01-01
02;17;03;2;01;1;07;001;0;0854682;Karnków;0854682;0854682;2024-01-01
02;17;04;5;01;1;21;001;0;0880538;Ludów Polski;0880538;0880538;2024-01-01
02;17;04;5;01;1;22;001;0;0880544;Mikoszów;0880544;0880544;2024-01-01
02;08;06;5;01;1;27;001;0;0851666;Szklarka;0851666;0851666;2024-01-01
02;08;06;5;01;1;28;001;0;0851672;Topolice;0851672;0851672;2024-01-01
02;08;06;5;01;1;32;001;0;0851726;Zabłocie;0851726;0851726;2024-01-01
02;08;07;2;01;1;02;001;0;0852766;Boguszyn;0852766;0852766;2024-01-01
02;08;07;2;01;1;07;001;0;0852810;Jaszkowa Górna;0852810;0852810;2024-01-01
02;08;07;2;01;1;17;001;0;0852921;Morzyszów;0852921;0852921;2024-01-01
02;03;04;2;01;1;05;001;0;0364481;Kotla;0364481;0364481;2024-01-01
02;03;04;2;01;1;10;001;0;0364558;Moszowice;0364558;0364558;2024-01-01
02;03;05;2;01;1;01;001;0;0366209;Białołęka;0366209;0366209;2024-01-01
02;03;05;2;01;1;06;001;0;0366273;Piersna;0366273;0366273;2024-01-01
02;03;05;2;01;1;08;001;0;0366304;Wierzchownia;0366304;0366304;2024-01-01
02;03;06;2;01;1;01;001;0;0368763;Brzeg Głogowski;0368763;0368763;2024-01-01
02;03;06;2;01;1;07;001;0;0368852;Glinica;0368852;0368852;2024-01-01
02;04;03;2;01;1;12;001;0;0373646;Siciny;0373646;0373646;2024-01-01
02;04;03;2;01;1;16;001;0;0373681;Wągroda;0373681;0373681;2024-01-01
02;04;03;2;01;1;19;001;0;0373712;Wronów;0373712;0373712;2024-01-01
02;04;04;5;01;1;03;001;0;0377064;Bełcz Górny;0377064;0377064;2024-01-01
02;04;04;5;01;1;06;001;0;0377093;Cieszkowice;0377093;0377093;2024-01-01
02;01;02;2;01;1;01;001;0;0188937;Bolesławice;0188937;0188937;2024-01-01
02;19;08;5;01;1;15;001;0;0857195;Siedlimowice;0857195;0857195;2024-01-01
02;20;01;5;01;1;09;001;0;0878665;Morzęcin Mały;0878665;0878665;2024-01-01
02;14;03;2;01;1;03;001;0;0874124;Dobra;0874124;0874124;2024-01-01
02;14;03;2;01;1;08;001;0;0874176;Mękarzowice;0874176;0874176;2024-01-01
02;14;03;2;01;1;10;001;0;0874207;Nowica;0874207;0874207;2024-01-01
02;14;03;2;01;1;11;001;0;0874220;Nowosiedlice;0874220;0874220;2024-01-01
02;14;03;2;01;1;12;001;0;0874236;Sadków;0874236;0874236;2024-01-01
02;16;03;2;01;1;06;001;0;0363990;Krzydłowice;0363990;0363990;2024-01-01
02;16;03;2;01;1;07;001;0;0364009;Kwielice;0364009;0364009;2024-01-01
02;08;14;5;01;1;01;001;0;0855902;Chocieszów;0855902;0855902;2024-01-01
02;08;14;5;01;1;03;001;0;0855925;Łężyce;0855925;0855925;2024-01-01
02;09;06;2;01;1;04;001;0;0365782;Gniewomirowice;0365782;0365782;2024-01-01
02;09;06;2;01;1;14;001;0;0365888;Siedliska;0365888;0365888;2024-01-01
02;20;01;5;01;1;17;001;0;0878777;Przecławice;0878777;0878777;2024-01-01
02;24;05;5;01;1;15;001;0;0856669;Tarnów;0856669;0856669;2024-01-01
02;23;06;2;01;1;14;001;0;0877157;Wawrzeńczyce;0877157;0877157;2024-01-01
02;23;07;5;01;1;06;001;0;0880099;Michałowice;0880099;0880099;2024-01-01
02;23;07;5;01;1;11;001;0;0880159;Przezdrowice;0880159;0880159;2024-01-01
02;20;03;5;01;1;24;001;0;0881578;Małuszyn;0881578;0881578;2024-01-01
02;20;03;5;01;1;25;001;0;0881584;Marcinowo;0881584;0881584;2024-01-01
02;26;03;2;01;1;07;001;0;0366439;Sędzimirów;0366439;0366439;2024-01-01
02;13;01;2;01;1;07;001;0;0873290;Jankowa;0873290;0873290;2024-01-01
02;04;01;5;01;1;04;001;0;0370085;Brzeżany;0370085;0370085;2024-01-01
02;23;03;2;01;1;09;001;0;0874800;Piotrówek;0874800;0874800;2024-01-01
02;06;05;2;01;1;06;001;0;0189730;Trzcińsko;0189730;0189730;2024-01-01
02;06;06;2;01;1;02;001;0;0189753;Czernica;0189753;0189753;2024-01-01
02;06;06;2;01;1;04;001;0;0189776;Janówek;0189776;0189776;2024-01-01
02;06;06;2;01;1;05;001;0;0189782;Jeżów Sudecki;0189782;0189782;2024-01-01
02;13;03;5;01;1;31;001;0;0878240;Ruda Sułowska;0878240;0878240;2024-01-01
02;13;03;5;01;1;33;001;0;0878263;Słączno;0878263;0878263;2024-01-01
02;13;03;5;01;1;37;001;0;0878317;Świętoszyn;0878317;0878317;2024-01-01
02;08;07;2;01;1;35;001;0;0853122;Żelazno;0853122;0853122;2024-01-01
02;17;04;5;01;1;02;001;0;0880290;Biedrzychów;0880290;0880290;2024-01-01
02;19;06;5;01;1;13;001;0;0855807;Olszany;0855807;0855807;2024-01-01
02;19;07;2;01;1;19;001;0;0856190;Mokrzeszów;0856190;0856190;2024-01-01
02;19;07;2;01;1;20;001;0;0856209;Niegoszów;0856209;0856209;2024-01-01
02;19;07;2;01;1;21;001;0;0856215;Opoczka;0856215;0856215;2024-01-01
02;19;07;2;01;1;24;001;0;0856244;Pszenno;0856244;0856244;2024-01-01
02;23;06;2;01;1;07;001;0;0877074;Maniów Wielki;0877074;0877074;2024-01-01
02;02;05;2;01;1;01;001;0;0852163;Dobrocin;0852163;0852163;2024-01-01
02;02;05;2;01;1;02;001;0;0852186;Jędrzejowice;0852186;0852186;2024-01-01
02;23;07;5;01;1;14;001;0;0880188;Siedlakowice;0880188;0880188;2024-01-01
02;23;07;5;01;1;17;001;0;0880225;Strzegomiany;0880225;0880225;2024-01-01
02;23;08;5;01;1;02;001;0;0881041;Bogusławice;0881041;0881041;2024-01-01
02;23;08;5;01;1;09;001;0;0881130;Ozorzyce;0881130;0881130;2024-01-01
02;19;08;5;01;1;05;001;0;0857083;Kalno;0857083;0857083;2024-01-01
02;19;08;5;01;1;11;001;0;0857150;Mrowiny;0857150;0857150;2024-01-01
02;13;02;2;01;1;15;001;0;0876554;Police;0876554;0876554;2024-01-01
02;10;04;2;01;1;08;001;0;0190383;Pisarzowice;0190383;0190383;2024-01-01
02;20;03;5;01;1;28;001;0;0881621;Nowy Dwór;0881621;0881621;2024-01-01
02;20;03;5;01;1;41;001;0;0881756;Węgrzynów;0881756;0881756;2024-01-01
02;19;08;5;01;1;03;001;0;0857060;Gołaszyce;0857060;0857060;2024-01-01
02;19;08;5;01;1;04;001;0;0857077;Imbramowice;0857077;0857077;2024-01-01
02;23;02;2;01;1;12;001;0;0873751;Domaszczyn;0873751;0873751;2024-01-01
02;23;08;5;01;1;15;001;0;0881213;Święta Katarzyna;0881213;0881213;2024-01-01
02;23;08;5;01;1;17;001;0;0881242;Zacharzyce;0881242;0881242;2024-01-01
02;23;04;5;01;1;20;001;0;0875106;Pietrzykowice;0875106;0875106;2024-01-01
02;23;04;5;01;1;22;001;0;0875129;Rybnica;0875129;0875129;2024-01-01
02;13;03;5;01;1;07;001;0;0877683;Gądkowice;0877683;0877683;2024-01-01
02;13;03;5;01;1;09;001;0;0877720;Gogołowice;0877720;0877720;2024-01-01
02;13;03;5;01;1;05;001;0;0877660;Duchowo;0877660;0877660;2024-01-01
02;22;02;2;01;1;13;001;0;0882603;Domanice;0882603;0882603;2024-01-01
